09007010001,09007010,介壽村
09007010002,09007010,復興村
09007010003,09007010,福沃村
09007010004,09007010,清水村
09007010005,09007010,仁愛村
09007010006,09007010,津沙村
09007010007,09007010,馬祖村
09007010008,09007010,珠螺村
09007010009,09007010,四維村
09007020001,09007020,塘岐村
09007020002,09007020,后沃村
09007020003,09007020,橋仔村
09007020004,09007020,芹壁村
09007020005,09007020,坂里村
09007020006,09007020,白沙村
09007030001,09007030,青帆村
09007030002,09007030,田沃村
09007030003,09007030,西坵村
09007030004,09007030,福正村
09007030005,09007030,大坪村
09007040001,09007040,中柳村
09007040002,09007040,樂華村
09020010001,09020010,東門里
09020010002,09020010,西門里
09020010003,09020010,南門里
09020010004,09020010,北門里
09020010005,09020010,古城里
09020010006,09020010,金水里
09020010007,09020010,珠沙里
09020010008,09020010,賢庵里
09020020001,09020020,汶沙里
09020020002,09020020,三山里
09020020003,09020020,大洋里
09020020004,09020020,光前里
09020020005,09020020,何斗里
09020020006,09020020,西園里
09020020007,09020020,官嶼里
09020020008,09020020,浦山里
09020030001,09020030,新市里
09020030002,09020030,山外里
09020030003,09020030,正義里
09020030004,09020030,料羅里
09020030005,09020030,瓊林里
09020030006,09020030,新湖里
09020030007,09020030,溪湖里
09020030008,09020030,蓮庵里
09020040001,09020040,古寧村
09020040002,09020040,安美村
09020040003,09020040,后盤村
09020040004,09020040,湖埔村
09020040005,09020040,榜林村
09020040006,09020040,盤山村
09020050001,09020050,上岐村
09020050002,09020050,上林村
09020050003,09020050,西口村
09020050004,09020050,林湖村
09020050005,09020050,黃埔村
09020060001,09020060,大坵村
09020060002,09020060,小坵村
10002010001,10002010,神農里
10002010002,10002010,民權里
10002010008,10002010,進士里
10002010009,10002010,南橋里
10002010010,10002010,建業里
10002010011,10002010,南津里
10002010012,10002010,凱旋里
10002010013,10002010,黎明里
10002010014,10002010,東村里
10002010015,10002010,延平里
10002010016,10002010,七張里
10002010017,10002010,慈安里
10002010018,10002010,新民里
10002010019,10002010,東門里
10002010021,10002010,小東里
10002010022,10002010,菜園里
10002010023,10002010,孝廉里
10002010024,10002010,新生里
10002010025,10002010,茭白里
10002010026,10002010,北津里
10002010027,10002010,梅洲里
10002010028,10002010,北門里
10002010031,10002010,中山里
10002010032,10002010,西門里
10002010034,10002010,南門里
10002010035,10002010,負郭里
10002010036,10002010,民族里
10002010037,10002010,建軍里
10002010038,10002010,思源里
10002010039,10002010,文化里
10002010040,10002010,復興里
10002010041,10002010,成功里
10002010042,10002010,新東里
10002010043,10002010,七結里
10002010044,10002010,泰山里
10002010045,10002010,大新里
10002010046,10002010,中興里
10002010047,10002010,擺厘里
10002020004,10002020,大新里
10002020005,10002020,東安里
10002020006,10002020,新群里
10002020007,10002020,羅莊里
10002020008,10002020,南昌里
10002020009,10002020,南豪里
10002020010,10002020,成功里
10002020011,10002020,仁德里
10002020016,10002020,漢民里
10002020017,10002020,西安里
10002020018,10002020,北成里
10002020019,10002020,賢文里
10002020020,10002020,公正里
10002020021,10002020,集祥里
10002020022,10002020,信義里
10002020023,10002020,竹林里
10002020024,10002020,仁愛里
10002020025,10002020,樹林里
10002020026,10002020,國華里
10002020027,10002020,維揚里
10002020028,10002020,開明里
10002020029,10002020,中山里
10002020030,10002020,仁和里
10002030001,10002030,龍德里
10002030002,10002030,頂寮里
10002030003,10002030,永榮里
10002030004,10002030,存仁里
10002030005,10002030,港邊里
10002030007,10002030,隘丁里
10002030008,10002030,新城里
10002030009,10002030,聖湖里
10002030010,10002030,蘇西里
10002030011,10002030,蘇北里
10002030012,10002030,蘇南里
10002030013,10002030,蘇東里
10002030014,10002030,長安里
10002030015,10002030,永光里
10002030016,10002030,永春里
10002030017,10002030,永樂里
10002030018,10002030,南安里
10002030019,10002030,南正里
10002030020,10002030,南成里
10002030021,10002030,南興里
10002030022,10002030,南寧里
10002030023,10002030,南建里
10002030024,10002030,東澳里
10002030025,10002030,南強里
10002030026,10002030,朝陽里
10002030027,10002030,聖愛里
10002040001,10002040,石城里
10002040002,10002040,大里里
10002040003,10002040,大溪里
10002040004,10002040,合興里
10002040005,10002040,更新里
10002040006,10002040,外澳里
10002040007,10002040,港口里
10002040008,10002040,武營里
10002040009,10002040,大坑里
10002040010,10002040,城東里
10002040011,10002040,城北里
10002040012,10002040,城西里
10002040013,10002040,城南里
10002040014,10002040,竹安里
10002040015,10002040,新建里
10002040016,10002040,拔雅里
10002040017,10002040,福成里
10002040018,10002040,金面里
10002040019,10002040,金盈里
10002040020,10002040,頂埔里
10002040021,10002040,下埔里
10002040022,10002040,中崙里
10002040023,10002040,二城里
10002040024,10002040,龜山里
10002050001,10002050,白雲村
10002050002,10002050,玉石村
10002050003,10002050,德陽村
10002050004,10002050,大忠村
10002050005,10002050,大義村
10002050006,10002050,六結村
10002050007,10002050,二龍村
10002050008,10002050,時潮村
10002050009,10002050,玉田村
10002050010,10002050,三民村
10002050011,10002050,林美村
10002050012,10002050,白鵝村
10002050013,10002050,玉光村
10002050014,10002050,光武村
10002050015,10002050,吳沙村
10002050016,10002050,龍潭村
10002050017,10002050,匏崙村
10002050018,10002050,二結村
10002060001,10002060,吉祥村
10002060002,10002060,美福村
10002060003,10002060,新南村
10002060004,10002060,東港村
10002060005,10002060,復興村
10002060006,10002060,過嶺村
10002060007,10002060,永鎮村
10002060008,10002060,忠孝村
10002060009,10002060,古亭村
10002060010,10002060,功勞村
10002060011,10002060,美城村
10002060012,10002060,新社村
10002060013,10002060,大福村
10002060014,10002060,古結村
10002070001,10002070,員山村
10002070002,10002070,尚德村
10002070003,10002070,惠好村
10002070004,10002070,七賢村
10002070005,10002070,深溝村
10002070006,10002070,蓁巷村
10002070007,10002070,內城村
10002070008,10002070,中華村
10002070009,10002070,永和村
10002070010,10002070,頭分村
10002070011,10002070,枕山村
10002070012,10002070,同樂村
10002070013,10002070,湖東村
10002070014,10002070,逸仙村
